incident_id,device_id,category,severity,opened_at,summary
INC-00410,LAPTOP-9910,Wi-Fi Instability,Medium,2026-07-01T14:00:00Z,LAPTOP-9910 reported wi-fi instability with DEX 46.
INC-00411,LAPTOP-9910,Memory Pressure,Medium,2026-07-19T13:00:00Z,LAPTOP-9910 reported memory pressure with DEX 46.
INC-00412,LAPTOP-9910,VPN Disconnect,Medium,2026-07-04T11:00:00Z,LAPTOP-9910 reported vpn disconnect with DEX 46.
INC-00413,LAPTOP-9910,OneDrive Sync,Medium,2026-07-16T13:00:00Z,LAPTOP-9910 reported onedrive sync with DEX 46.
INC-00414,LAPTOP-1204,Compliance Drift,High,2026-07-23T12:00:00Z,Recurring digital workplace degradation on LAPTOP-1204.
INC-00415,LAPTOP-1204,Wi-Fi Instability,High,2026-07-21T12:00:00Z,Recurring digital workplace degradation on LAPTOP-1204.
INC-00416,LAPTOP-1204,CPU Saturation,High,2026-07-01T12:00:00Z,Recurring digital workplace degradation on LAPTOP-1204.
INC-00417,LAPTOP-9910,Memory Pressure,High,2026-07-26T12:00:00Z,Recurring digital workplace degradation on LAPTOP-9910.
INC-00418,LAPTOP-9910,Teams Crash,High,2026-07-20T12:00:00Z,Recurring digital workplace degradation on LAPTOP-9910.
INC-00419,LAPTOP-9910,VPN Disconnect,High,2026-07-23T12:00:00Z,Recurring digital workplace degradation on LAPTOP-9910.
INC-00420,LAPTOP-9910,Disk Full,High,2026-07-14T12:00:00Z,Recurring digital workplace degradation on LAPTOP-9910.
